time_period,time_identifier,geographic_level,country_code,country_name,gender,subject,mode_of_study,level,domicile,t_students
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Undergraduate,Overseas students,142570
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Undergraduate,Total,781010
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Undergraduate,UK students,638435
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,First degree,Overseas students,3160
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,First degree,Total,86095
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,First degree,UK students,82935
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Masters and Others,Overseas students,10765
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Masters and Others,Total,92220
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Masters and Others,UK students,81455
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Other Undergraduate,Overseas students,3720
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Other Undergraduate,Total,49515
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Other Undergraduate,UK students,45795
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,PhD and equivalent,Overseas students,2460
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,PhD and equivalent,Total,11515
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,PhD and equivalent,UK students,9055
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total,Overseas students,20100
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total,Total,239345
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total,UK students,219245
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Postgraduate,Overseas students,13225
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Postgraduate,Total,103735
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Postgraduate,UK students,90515
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Undergraduate,Overseas students,6880
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Undergraduate,Total,135610
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Undergraduate,UK students,128730
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,First degree,Overseas students,140475
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,First degree,Total,813395
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,First degree,UK students,672925
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Masters and Others,Overseas students,118035
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Masters and Others,Total,261320
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Masters and Others,UK students,143285
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Other Undergraduate,Overseas students,8980
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Other Undergraduate,Total,103220
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Other Undergraduate,UK students,94240
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,PhD and equivalent,Overseas students,22990
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,PhD and equivalent,Total,52965
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,PhD and equivalent,UK students,29975
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total,Overseas students,290475
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total,Total,1230905
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total,UK students,940430
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total Postgraduate,Overseas students,141025
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total Postgraduate,Total,314290
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total Postgraduate,UK students,173265
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total Undergraduate,Overseas students,149450
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total Undergraduate,Total,916615
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total Undergraduate,UK students,767165
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,First degree,Overseas students,289935
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,First degree,Total,1663230
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,First degree,UK students,1373295
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Masters and Others,Overseas students,224645
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Masters and Others,Total,387455
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Masters and Others,UK students,162810
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Other Undergraduate,Overseas students,9615
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Other Undergraduate,Total,128670
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Other Undergraduate,UK students,119060
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,PhD and equivalent,Overseas students,39850
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,PhD and equivalent,Total,81850
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,PhD and equivalent,UK students,42000
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total,Overseas students,564045
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total,Total,2261210
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total,UK students,1697165
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total Postgraduate,Overseas students,264495
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total Postgraduate,Total,469305
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total Postgraduate,UK students,204810
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total Undergraduate,Overseas students,299550
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total Undergraduate,Total,1791900
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total Undergraduate,UK students,1492355
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,First degree,Overseas students,5515
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,First degree,Total,204620
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,First degree,UK students,199105
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Masters and Others,Overseas students,21460
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Masters and Others,Total,250850
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Masters and Others,UK students,229390
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Other Undergraduate,Overseas students,11205
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Other Undergraduate,Total,132100
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Other Undergraduate,UK students,120895
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,PhD and equivalent,Overseas students,4535
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,PhD and equivalent,Total,25200
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,PhD and equivalent,UK students,20665
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total,Overseas students,42720
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total,Total,612765
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total,UK students,570045
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total Postgraduate,Overseas students,25995
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total Postgraduate,Total,276050
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total Postgraduate,UK students,250050
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total Undergraduate,Overseas students,16720
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total Undergraduate,Total,336715
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total Undergraduate,UK students,319995
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,First degree,Overseas students,295450
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,First degree,Total,1867850
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,First degree,UK students,1572400
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Masters and Others,Overseas students,246105
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Masters and Others,Total,638305
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Masters and Others,UK students,392200
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Other Undergraduate,Overseas students,20820
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Other Undergraduate,Total,260770
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Other Undergraduate,UK students,239950
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,PhD and equivalent,Overseas students,44385
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,PhD and equivalent,Total,107050
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,PhD and equivalent,UK students,62665
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total,Overseas students,606760
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total,Total,2873975
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total,UK students,2267210
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total Postgraduate,Overseas students,290490
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total Postgraduate,Total,745355
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total Postgraduate,UK students,454860
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total Undergraduate,Overseas students,316270
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total Undergraduate,Total,2128620
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total Undergraduate,UK students,1812350
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,First degree,Overseas students,123470
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,First degree,Total,823005
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,First degree,UK students,699535
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Masters and others,Overseas students,77065
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Masters and others,Total,144880
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Masters and others,UK students,67815
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Other Undergraduate,Overseas students,4815
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Other Undergraduate,Total,78195
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Other Undergraduate,UK students,73380
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,PhD and equivalent,Overseas students,17605
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,PhD and equivalent,Total,35895
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,PhD and equivalent,UK students,18290
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total,Overseas students,222950
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total,Total,1081970
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total,UK students,859020
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total Postgraduate,Overseas students,94670
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total Postgraduate,Total,180775
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total Postgraduate,UK students,86105
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total Undergraduate,Overseas students,128285
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total Undergraduate,Total,901200
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total Undergraduate,UK students,772915
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,First degree,Overseas students,2000
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,First degree,Total,98410
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,First degree,UK students,96410
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Masters and others,Overseas students,9880
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Masters and others,Total,129605
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Masters and others,UK students,119725
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Other Undergraduate,Overseas students,6090
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Other Undergraduate,Total,113300
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Other Undergraduate,UK students,107210
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,PhD and equivalent,Overseas students,2130
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,PhD and equivalent,Total,13210
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,PhD and equivalent,UK students,11080
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total,Overseas students,20100
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total,Total,354525
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total,UK students,334420
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total Postgraduate,Overseas students,12015
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total Postgraduate,Total,142815
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total Postgraduate,UK students,130805
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total Undergraduate,Overseas students,8090
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total Undergraduate,Total,211705
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total Undergraduate,UK students,203620
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,First degree,Overseas students,125470
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,First degree,Total,921410
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,First degree,UK students,795940
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Masters and others,Overseas students,86945
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Masters and others,Total,274485
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Masters and others,UK students,187540
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Other Undergraduate,Overseas students,10900
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Other Undergraduate,Total,191495
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Other Undergraduate,UK students,180590
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,PhD and equivalent,Overseas students,19735
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,PhD and equivalent,Total,49105
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,PhD and equivalent,UK students,29370
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total,Overseas students,243055
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total,Total,1436495
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total,UK students,1193440
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total Postgraduate,Overseas students,106680
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total Postgraduate,Total,323590
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total Postgraduate,UK students,216910
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total Undergraduate,Overseas students,136370
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total Undergraduate,Total,1112905
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total Undergraduate,UK students,976535
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,First degree,Overseas students,108200
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,First degree,Total,656570
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,First degree,UK students,548370
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Masters and others,Overseas students,56900
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Masters and others,Total,103475
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Masters and others,UK students,46575
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Other Undergraduate,Overseas students,4560
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Other Undergraduate,Total,64995
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Other Undergraduate,UK students,60440
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,PhD and equivalent,Overseas students,21220
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,PhD and equivalent,Total,40995
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,PhD and equivalent,UK students,19775
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total,Overseas students,190875
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total,Total,866035
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total,UK students,675160
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Postgraduate,Overseas students,78120
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Postgraduate,Total,144470
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Postgraduate,UK students,66350
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Undergraduate,Overseas students,112755
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Undergraduate,Total,721565
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Undergraduate,UK students,608810
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,First degree,Overseas students,2905
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,First degree,Total,75730
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,First degree,UK students,72820
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Masters and others,Overseas students,10390
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Masters and others,Total,81545
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Masters and others,UK students,71155
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Other Undergraduate,Overseas students,5815
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Other Undergraduate,Total,76930
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Other Undergraduate,UK students,71115
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,PhD and equivalent,Overseas students,2395
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,PhD and equivalent,Total,11430
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,PhD and equivalent,UK students,9030
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total,Overseas students,21495
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total,Total,245630
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total,UK students,224135
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Postgraduate,Overseas students,12785
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Postgraduate,Total,92970
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Postgraduate,UK students,80185
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Undergraduate,Overseas students,8720
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Undergraduate,Total,152660
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Undergraduate,UK students,143940
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,First degree,Overseas students,111105
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,First degree,Total,732295
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,First degree,UK students,621190
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Masters and others,Overseas students,67290
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Masters and others,Total,185015
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Masters and others,UK students,117725
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Other Undergraduate,Overseas students,10375
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Other Undergraduate,Total,141930
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Other Undergraduate,UK students,131555
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,PhD and equivalent,Overseas students,23615
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,PhD and equivalent,Total,52425
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,PhD and equivalent,UK students,28810
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total,Overseas students,212370
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total,Total,1111665
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total,UK students,899295
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total Postgraduate,Overseas students,90905
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total Postgraduate,Total,237440
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total Postgraduate,UK students,146535
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total Undergraduate,Overseas students,121480
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total Undergraduate,Total,874225
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total Undergraduate,UK students,752750
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,First degree,Overseas students,231755
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,First degree,Total,1480070
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,First degree,UK students,1248315
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Masters and others,Overseas students,134030
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Masters and others,Total,248545
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Masters and others,UK students,114515
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Other Undergraduate,Overseas students,9375
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Other Undergraduate,Total,143235
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Other Undergraduate,UK students,133860
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,PhD and equivalent,Overseas students,38840
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,PhD and equivalent,Total,76935
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,PhD and equivalent,UK students,38095
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total,Overseas students,413870
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total,Total,1948785
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total,UK students,1534910
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total Postgraduate,Overseas students,172870
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total Postgraduate,Total,325480
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total Postgraduate,UK students,152615
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total Undergraduate,Overseas students,241130
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total Undergraduate,Total,1623300
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total Undergraduate,UK students,1382175
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,First degree,Overseas students,4910
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,First degree,Total,174160
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,First degree,UK students,169255
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Masters and others,Overseas students,20290
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Masters and others,Total,211305
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Masters and others,UK students,191015
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Other Undergraduate,Overseas students,11905
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Other Undergraduate,Total,190325
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Other Undergraduate,UK students,178420
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,PhD and equivalent,Overseas students,4530
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,PhD and equivalent,Total,24665
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,PhD and equivalent,UK students,20135
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total,Overseas students,41625
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total,Total,600460
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total,UK students,558830
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total Postgraduate,Overseas students,24825
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total Postgraduate,Total,235970
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total Postgraduate,UK students,211145
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total Undergraduate,Overseas students,16815
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total Undergraduate,Total,364490
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total Undergraduate,UK students,347675
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,First degree,Overseas students,236665
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,First degree,Total,1654230
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,First degree,UK students,1417565
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Masters and others,Overseas students,154320
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Masters and others,Total,459855
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Masters and others,UK students,305530
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Other Undergraduate,Overseas students,21280
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Other Undergraduate,Total,333560
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Other Undergraduate,UK students,312280
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,PhD and equivalent,Overseas students,43370
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,PhD and equivalent,Total,101600
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,PhD and equivalent,UK students,58230
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total,Overseas students,455495
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total,Total,2549240
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total,UK students,2093745
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total Postgraduate,Overseas students,197690
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total Postgraduate,Total,561450
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total Postgraduate,UK students,363760
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total Undergraduate,Overseas students,257945
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total Undergraduate,Total,1987790
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total Undergraduate,UK students,1729845
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,First degree,Overseas students,128525
